"","...1","year","imdb","title","test","clean_test","binary","budget","domgross","intgross","code","budget_2013","domgross_2013","intgross_2013","period_code","decade_code","gross_2013","roi"
"1248",1248,2000,"tt0257001","Pokemon: The Movie 2000","men","men","FAIL",3e+07,43746923,133946923,"2000FAIL",40587251,59185579,181217915,3,2,240403494,5.9231282749354
"1249",1249,2000,"tt0199753","Red Planet","nowomen","nowomen","FAIL",8e+07,17480890,33463969,"2000FAIL",108232671,23650043,45273684,3,2,68923727,0.636810737120218
"1250",1250,2000,"tt0210945","Remember the Titans","notalk-disagree","notalk","FAIL",3e+07,115654751,136706683,"2000FAIL",40587251,156470282,184951617,3,2,341421899,8.41204788666274
"1251",1251,2000,"tt0180093","Requiem for a Dream","ok","ok","PASS",4500000,3635482,7390108,"2000PASS",6088088,4918474,9998139,3,2,14916613,2.4501309770818
"1252",1252,2000,"tt0122459","Return to Me","dubious-disagree","dubious","FAIL",2.4e+07,32662299,32662299,"2000FAIL",32469801,44189098,44189098,3,2,88378196,2.721858258386
"1253",1253,2000,"tt0165929","Romeo Must Die","nowomen","nowomen","FAIL",2.5e+07,55973336,91036760,"2000FAIL",33822710,75726795,123164396,3,2,198891191,5.88040375830322
"1254",1254,2000,"tt0213203","Rugrats in Paris:","ok","ok","PASS",3e+07,76501438,103284813,"2000PASS",40587251,103499437,139734889,3,2,243234326,5.99287510257839
"1255",1255,2000,"tt0195234","Saving Grace","ok","ok","PASS",4e+06,12178602,27786849,"2000PASS",5411634,16476533,37593061,3,2,54069594,9.99136194354607
"1256",1256,2000,"tt0134084","Scream 3","ok","ok","PASS",4e+07,89138076,161838076,"2000PASS",54116335,120595650,218952089,3,2,339547739,6.27440381910564
"1257",1257,2000,"tt0203119","Sexy Beast","men","men","FAIL",4300000,6946056,10154577,"2000FAIL",5817506,9397377,13738212,3,2,23135589,3.97689130015508
"1258",1258,2000,"tt0184894","Shanghai Noon","notalk-disagree","notalk","FAIL",5.5e+07,56932305,71189835,"2000FAIL",74409961,77024193,96313324,3,2,173337517,2.32949345316819
"1259",1259,2000,"tt0208092","Snatch.","nowomen-disagree","nowomen","FAIL",1e+07,30093107,83593107,"2000FAIL",13529084,40713217,113093815,3,2,153807032,11.3686212606855
"1260",1260,2000,"tt0210299","Songcatcher","ok","ok","PASS",1800000,3050934,3050934,"2000PASS",2435235,4127634,4127634,3,2,8255268,3.3899266395235
"1261",1261,2000,"tt0163978","The Beach","notalk","notalk","FAIL",5e+07,39778599,39778599,"2000FAIL",67645419,53816800,53816800,3,2,107633600,1.59114396201759
"1262",1262,2000,"tt0209958","The Cell","men","men","FAIL",3.5e+07,61280963,85911226,"2000FAIL",47351793,82907528,116230018,3,2,199137546,4.20549114159204
"1263",1263,2000,"tt0120917","The Emperor's New Groove","ok-disagree","ok","PASS",1e+08,89296573,169296573,"2000PASS",135290838,120810082,229042753,3,2,349852835,2.58593146566215
"1264",1264,2000,"tt0219699","The Gift","dubious","dubious","FAIL",1e+07,12008642,44567606,"2000FAIL",13529084,16246592,60295888,3,2,76542480,5.65762471428221
"1265",1265,2000,"tt0187393","The Patriot","dubious","dubious","FAIL",1.1e+08,113330342,215300000,"2000FAIL",148819922,153325570,291281175,3,2,444606745,2.9875485689342
"1266",1266,2000,"tt0138749","The Road to El Dorado","nowomen","nowomen","FAIL",9.5e+07,50802661,65700000,"2000FAIL",128526296,68731346,88886081,3,2,157617427,1.22634380593991
"1267",1267,2000,"tt0202677","The Way of the Gun","men","men","FAIL",9e+06,6047856,13061935,"2000FAIL",12176175,8182195,17671601,3,2,25853796,2.12331015281893
"1268",1268,2000,"tt0190138","The Whole Nine Yards","ok","ok","PASS",2.4e+07,57262492,85527867,"2000PASS",32469801,77470905,115711368,3,2,193182273,5.94959830520674
"1269",1269,2000,"tt0146309","Thirteen days","notalk","notalk","FAIL",8e+07,34566746,66554547,"2000FAIL",108232671,46765640,90042204,3,2,136807844,1.26401614906094
"1270",1270,2000,"tt0120913","Titan A.E.","ok","ok","PASS",7.5e+07,22751979,36751979,"2000PASS",101468129,30781343,49722060,3,2,80503403,0.79338609860442
"1271",1271,2000,"tt0217869","Unbreakable","nowomen-disagree","nowomen","FAIL",73243106,94999143,248099143,"2000FAIL",99091212,128525137,335655410,3,2,464180547,4.68437652170406
"1272",1272,2000,"tt0182508","Urbania","notalk","notalk","FAIL",225000,1032075,1032075,"2000FAIL",304404,1396303,1396303,3,2,2792606,9.17401216803984
"1273",1273,2000,"tt0190865","Vertical Limit","notalk","notalk","FAIL",7.5e+07,68473360,213500000,"2000FAIL",101468129,92638183,288845939,3,2,381484122,3.75964478462001
"1274",1274,2000,"tt0161081","What Lies Beneath","ok","ok","PASS",9e+07,155464351,288693989,"2000PASS",121761754,210329023,390576517,3,2,600905540,4.93509267286015
"1275",1275,2000,"tt0207201","What Women Want","notalk-disagree","notalk","FAIL",6.5e+07,182805123,372100000,"2000FAIL",87939045,247318583,503417209,3,2,750735792,8.53700187442336
"1276",1276,2000,"tt0198021","Where the Heart Is","ok","ok","PASS",1.5e+07,33771174,40862054,"2000PASS",20293626,45689304,55282615,3,2,100971919,4.97554843082257
"1277",1277,2000,"tt0190332","Wo hu cang long (Crouching Tiger, Hidden Dragon)","ok","ok","PASS",1.5e+07,128067808,213200000,"2000PASS",20293626,173264011,288440067,3,2,461704078,22.7511868997684
"1278",1278,2000,"tt0120903","X-Men","notalk-disagree","notalk","FAIL",7.5e+07,157299717,296339717,"2000FAIL",101468129,212812106,400920487,3,2,613732593,6.04852576911121
"1279",1279,1999,"tt0147800","10 Things I Hate About You","ok","ok","PASS",1.3e+07,38177966,60414025,"1999PASS",18180006,53390436,84486720,4,3,137877156,7.58399947722789
"1280",1280,1999,"tt0134273","8MM","notalk","notalk","FAIL",4e+07,36443442,96398826,"1999FAIL",55938481,50964770,134810098,4,3,185774868,3.32105671585898
"1281",1281,1999,"tt0169547","American Beauty","ok","ok","PASS",1.5e+07,130058047,356258047,"1999PASS",20976930,181881240,498213351,4,3,680094591,32.4210735794037
"1282",1282,1999,"tt0163651","American Pie","men","men","FAIL",1.2e+07,101800948,234723148,"1999FAIL",16781544,142364760,328251410,4,3,470616170,28.0436752422781
"1283",1283,1999,"tt0122933","Analyze This","notalk","notalk","FAIL",3e+07,106885658,176885658,"1999FAIL",41953861,149475534,247367876,4,3,396843410,9.45904382912457
"1284",1284,1999,"tt0166485","Anna and the King","men","men","FAIL",7.5e+07,39251128,39251128,"1999FAIL",104884652,54891212,54891212,4,3,109782424,1.04669674644103
"1285",1285,1999,"tt0149691","Anywhere But Here","dubious","dubious","FAIL",2.3e+07,18653615,18653615,"1999FAIL",32164627,26086372,26086372,4,3,52172744,1.62205344398988
"1286",1286,1999,"tt0145660","Austin Powers: The Spy Who Shagged Me","notalk-disagree","notalk","FAIL",3.5e+07,206040085,310332636,"1999FAIL",48946171,288139235,433988407,4,3,722127642,14.7535062957223
"1287",1287,1999,"tt0120601","Being John Malkovich","ok","ok","PASS",1.3e+07,22858926,32382381,"1999PASS",18180006,31967340,45285530,4,3,77252870,4.24933138085873
"1288",1288,1999,"tt0165643","Black and White","ok","ok","PASS",1e+07,5241315,5241315,"1999PASS",13984620,7329780,7329780,4,3,14659560,1.04826302037524
"1289",1289,1999,"tt0181316","Blue Streak","notalk","notalk","FAIL",3.6e+07,68208190,117448157,"1999FAIL",50344633,95386564,164246788,4,3,259633352,5.15712076002223
"1290",1290,1999,"tt0171804","Boys Don't Cry","ok-disagree","ok","PASS",2e+06,11540607,20741000,"1999PASS",2796924,16139101,29005501,4,3,45144602,16.1408039689316
"1291",1291,1999,"tt0179116","But I'm a Cheerleader","ok","ok","PASS",1200000,2205627,2629191,"1999PASS",1678154,3084486,3676824,4,3,6761310,4.02901640731423
"1292",1292,1999,"tt0144814","Carrie 2: The Rage","ok","ok","PASS",2.1e+07,17760244,17760244,"1999PASS",29367703,24837027,24837027,4,3,49674054,1.69145179655351
"1293",1293,1999,"tt0139134","Cruel Intentions","ok","ok","PASS",1.1e+07,38230075,75803716,"1999PASS",15383082,53463308,106008618,4,3,159471926,10.3667084398302
"1294",1294,1999,"tt0144168","Dick","ok","ok","PASS",1.3e+07,6276869,6276869,"1999PASS",18180006,8777963,8777963,4,3,17555926,0.965672178546036
"1295",1295,1999,"tt0120655","Dogma","dubious-disagree","dubious","FAIL",1e+07,30651422,43948865,"1999FAIL",13984620,42864850,61460819,4,3,104325669,7.46002887457793
"1296",1296,1999,"tt0157503","Drop Dead Gorgeous","ok","ok","PASS",1e+07,10571408,10571408,"1999PASS",13984620,14783713,14783713,4,3,29567426,2.11428168945599
"1297",1297,1999,"tt0126886","Election","ok","ok","PASS",8500000,14943582,17202854,"1999PASS",11886927,20898032,24057538,4,3,44955570,3.7819337159217
"1298",1298,1999,"tt0120663","Eyes Wide Shut","ok","ok","PASS",6.5e+07,55691208,86257553,"1999PASS",90900032,77882040,120627912,4,3,198509952,2.18382708600147
"1299",1299,1999,"tt0137523","Fight Club","notalk-disagree","notalk","FAIL",6.5e+07,37030102,100853753,"1999FAIL",90900032,51785192,141040144,4,3,192825336,2.12129007831372
"1300",1300,1999,"tt0155711","Flawless","notalk","notalk","FAIL",2.7e+07,4485485,4485485,"1999FAIL",37758475,6272780,6272780,4,3,12545560,0.332258122183166
"1301",1301,1999,"tt0126916","For Love of the Game","men","men","FAIL",5e+07,35188640,46112640,"1999FAIL",69923101,49209977,64486776,4,3,113696753,1.62602561062044
"1302",1302,1999,"tt0177789","Galaxy Quest","notalk-disagree","notalk","FAIL",4.5e+07,71423726,90523726,"1999FAIL",62930791,99883369,126593993,4,3,226477362,3.59883227909848
"1303",1303,1999,"tt0172493","Girl, Interrupted","ok","ok","PASS",2.4e+07,28871190,28871190,"1999PASS",33563089,40375263,40375263,4,3,80750526,2.40593248136368
"1304",1304,1999,"tt0139239","Go!","ok","ok","PASS",6500000,16875273,28383441,"1999PASS",9090003,23599429,39693164,4,3,63292593,6.96287922017187
"1305",1305,1999,"tt0155776","Jawbreaker","ok","ok","PASS",3e+06,3076820,3076820,"1999PASS",4195386,4302816,4302816,4,3,8605632,2.05121340444002
"1306",1306,1999,"tt0175880","Magnolia","notalk-disagree","notalk","FAIL",3.7e+07,22450975,48446802,"1999FAIL",51743095,31396836,67751013,4,3,99147849,1.91615613638883
"1307",1307,1999,"tt0158811","Muppets From Space","ok","ok","PASS",2.4e+07,16304786,16304786,"1999PASS",33563089,22801624,22801624,4,3,45603248,1.3587321476876
"1308",1308,1999,"tt0132347","Mystery Men","nowomen-disagree","nowomen","FAIL",6.8e+07,29762011,33462011,"1999FAIL",95095418,41621042,46795352,4,3,88416394,0.929765028216186
"1309",1309,1999,"tt0125439","Notting Hill","ok","ok","PASS",4.2e+07,116089678,363728226,"1999PASS",58735405,162347007,508660113,4,3,671007120,11.4242358591041
"1310",1310,1999,"tt0151804","Office Space","notalk","notalk","FAIL",1e+07,10827813,12827813,"1999FAIL",13984620,15142285,17939209,4,3,33081494,2.36556259662401
"1311",1311,1999,"tt0120784","Payback","notalk","notalk","FAIL",5e+07,81526121,161626121,"1999FAIL",69923101,114011185,226027993,4,3,340039178,4.8630448755412
"1312",1312,1999,"tt0190641","Pocket Monsters: Mewtwo Strikes Back!","notalk-disagree","notalk","FAIL",3e+07,85744662,163644662,"1999FAIL",41953861,119910654,228850846,4,3,348761500,8.31297743966878
"1313",1313,1999,"tt0129332","Ravenous","notalk","notalk","FAIL",1.2e+07,2062406,2062406,"1999FAIL",16781544,2884196,2884196,4,3,5768392,0.343734283329353
"1314",1314,1999,"tt0162661","Sleepy Hollow","ok","ok","PASS",7e+07,101068340,207068340,"1999PASS",97892342,141340236,289577211,4,3,430917447,4.40195257561618
"1315",1315,1999,"tt0158983","South Park: Bigger Longer & Uncut","dubious-disagree","dubious","FAIL",2.1e+07,52037603,52037603,"1999FAIL",29367703,72772612,72772612,4,3,145545224,4.95596213295946
"1316",1316,1999,"tt0120915","Star Wars: Episode I - The Phantom Menace","ok","ok","PASS",1.15e+08,474544677,1007044677,"1999PASS",160823133,663632711,1408313741,4,3,2071946452,12.8833857004887
"1317",1317,1999,"tt0164912","Stuart Little","notalk-disagree","notalk","FAIL",1.05e+08,140015224,298800000,"1999FAIL",146838513,195805974,417860454,4,3,613666428,4.17919260732367
"1318",1318,1999,"tt0120855","Tarzan","men-disagree","men","FAIL",1.45e+08,171091819,448191819,"1999FAIL",202776994,239265412,626779240,4,3,866044652,4.27092164114041
"1319",1319,1999,"tt0120657","The 13th Warrior","dubious-disagree","dubious","FAIL",1.25e+08,32698899,61698899,"1999FAIL",174807753,45728169,86283567,4,3,132011736,0.755182385989482
"1320",1320,1999,"tt0185937","The Blair Witch Project","ok","ok","PASS",6e+05,140539099,248300000,"1999PASS",839077,196538593,347238122,4,3,543776715,648.065332502261
"1321",1321,1999,"tt0144117","The Boondock Saints","nowomen-disagree","nowomen","FAIL",7e+06,30471,411874,"1999FAIL",9789234,42613,575990,4,3,618603,0.0631921762213468
"1322",1322,1999,"tt0120689","The Green Mile","notalk-disagree","notalk","FAIL",6e+07,136801374,290701374,"1999FAIL",83907722,191311527,406534833,4,3,597846360,7.12504577349865
"1323",1323,1999,"tt0171363","The Haunting","ok","ok","PASS",8e+07,91188905,180188905,"1999PASS",111876962,127524221,251987342,4,3,379511563,3.3922226365067
"1324",1324,1999,"tt0129167","The Iron Giant","nowomen-disagree","nowomen","FAIL",5e+07,23159305,31333917,"1999FAIL",69923101,32387409,43819293,4,3,76206702,1.08986444980465
"1325",1325,1999,"tt0133093","The Matrix","ok-disagree","ok","PASS",6.5e+07,171479930,460279930,"1999PASS",90900032,239808171,643684004,4,3,883492175,9.71938244202158
"1326",1326,1999,"tt0120616","The Mummy","notalk","notalk","FAIL",8e+07,155385488,416385488,"1999FAIL",111876962,217300705,582299294,4,3,799599999,7.14713721847399
"1327",1327,1999,"tt0167404","The Sixth Sense","dubious-disagree","dubious","FAIL",4e+07,293506292,672806292,"1999FAIL",55938481,410457404,940894052,4,3,1351351456,24.1578146535656
"1328",1328,1999,"tt0134119","The Talented Mr. Ripley","dubious","dubious","FAIL",4e+07,81292135,128792135,"1999FAIL",55938481,113683964,180110910,4,3,293794874,5.252106756349
"1329",1329,1999,"tt0144640","Three to Tango","notalk","notalk","FAIL",2e+07,10570375,10570375,"1999FAIL",27969241,14782268,14782268,4,3,29564536,1.05703747913646
"1330",1330,1999,"tt0151568","Topsy-Turvy","ok","ok","PASS",2e+07,6201757,6201757,"1999PASS",27969241,8672922,8672922,4,3,17345844,0.620175713742107
"1331",1331,1999,"tt0120363","Toy Story 2","notalk-disagree","notalk","FAIL",9e+07,245852179,511358276,"1999FAIL",125861583,343814937,715115132,4,3,1058930069,8.41344947171052
"1332",1332,1999,"tt0120458","Virus","dubious","dubious","FAIL",7.5e+07,14010690,30626690,"1999FAIL",104884652,19593418,42830263,4,3,62423681,0.595165067621143
"1333",1333,1999,"tt0120891","Wild Wild West","men","men","FAIL",1.75e+08,113805681,221229335,"1999FAIL",244730855,159152923,309380824,4,3,468533747,1.91448580114673
"1334",1334,1999,"tt0131646","Wing Commander","men","men","FAIL",3e+07,11578022,11578022,"1999FAIL",41953861,16191424,16191424,4,3,32382848,0.771868124366432
"1335",1335,1998,"tt0120577","54","notalk","notalk","FAIL",1.3e+07,16757163,16757163,"1998FAIL",18578720,23948203,23948203,4,3,47896406,2.57802507384793
"1336",1336,1998,"tt0120623","A Bug's Life","ok","ok","PASS",4.5e+07,162798565,363095319,"1998PASS",64310954,232660690,518911253,4,3,751571943,11.6865307735911
"1337",1337,1998,"tt0120586","American History X","men-disagree","men","FAIL",1e+07,6719864,6719864,"1998FAIL",14291323,9603575,9603575,4,3,19207150,1.34397284282218
"1338",1338,1998,"tt0120591","Armageddon","notalk","notalk","FAIL",1.4e+08,201578182,554600000,"1998FAIL",200078524,288081893,792596781,4,3,1080678674,5.40127272230377
"1339",1339,1998,"tt0120603","Beloved","ok","ok","PASS",5.3e+07,22852487,22852487,"1998PASS",75744013,32659228,32659228,4,3,65318456,0.862358005774001
"1340",1340,1998,"tt0120611","Blade","notalk","notalk","FAIL",4.5e+07,70141876,131237688,"1998FAIL",64310954,100242021,187556021,4,3,287798042,4.47510142673362
"1341",1341,1998,"tt0144120","Bride of Chucky","notalk","notalk","FAIL",2.5e+07,32404188,50692188,"1998FAIL",35728308,46309872,72445844,4,3,118755716,3.32385502274555
"1342",1342,1998,"tt0118789","Buffalo '66","notalk","notalk","FAIL",1500000,2380606,2380606,"1998FAIL",2143698,3402201,3402201,4,3,6804402,3.17414206665305
"1343",1343,1998,"tt0118929","Dark City","notalk-disagree","notalk","FAIL",2.7e+07,14435076,27257061,"1998FAIL",38586572,20629634,38953947,4,3,59583581,1.54415326139881
"1344",1344,1998,"tt0120647","Deep Impact","ok","ok","PASS",8e+07,140464664,349464664,"1998PASS",114330585,200742590,499431243,4,3,700173833,6.12411659574732
"1345",1345,1998,"tt0134619","Disturbing Behavior","notalk","notalk","FAIL",1.5e+07,17507368,17507368,"1998FAIL",21436985,25020345,25020345,4,3,50040690,2.33431566985749
"1346",1346,1998,"tt0127536","Elizabeth","ok","ok","PASS",2.5e+07,30082699,82150642,"1998PASS",35728308,42992157,117404137,4,3,160396294,4.48933361187997
"1347",1347,1998,"tt0120660","Enemy of the State","notalk","notalk","FAIL",8.5e+07,111549836,250649836,"1998FAIL",121476247,159419475,358211780,4,3,517631255,4.26117259780013
"1348",1348,1998,"tt0120631","Ever After","ok","ok","PASS",2.6e+07,65705772,65705772,"1998PASS",37157440,93902242,93902242,4,3,187804484,5.05429017714891
"1349",1349,1998,"tt0120669","Fear and Loathing in Las Vegas","notalk","notalk","FAIL",18500000,10680275,13711903,"1998FAIL",26438948,15263526,19596124,4,3,34859650,1.31849610657731
"1350",1350,1998,"tt0154420","Festen (The Celebration)","dubious-disagree","dubious","FAIL",1300000,1647780,1647780,"1998FAIL",1857872,2354896,2354896,4,3,4709792,2.53504654787843
"1351",1351,1998,"tt0162973","Get Real","men","men","FAIL",2e+06,1152411,1152411,"1998FAIL",2858265,1646948,1646948,4,3,3293896,1.15241099058345
"1352",1352,1998,"tt0120685","Godzilla","dubious","dubious","FAIL",1.25e+08,136314294,3.76e+08,"1998FAIL",178641539,194811162,537353750,4,3,732164912,4.09851435505154
"1353",1353,1998,"tt0120694","Halloween H20: 20 Years Later","ok","ok","PASS",1.7e+07,55041738,55041738,"1998PASS",24295249,78661926,78661926,4,3,157323852,6.47549864584635
"1354",1354,1998,"tt0147612","Happiness","ok","ok","PASS",3e+06,2746453,5746453,"1998PASS",4287397,3925045,8212442,4,3,12137487,2.83096876729633
"1355",1355,1998,"tt0119313","Hope Floats","ok","ok","PASS",3e+07,60110313,81529000,"1998PASS",42873969,85905591,116515728,4,3,202421319,4.7213104762939
"1356",1356,1998,"tt0147004","Little Voice","ok","ok","PASS",6e+06,4595000,21787233,"1998PASS",8574794,6566863,31136839,4,3,37703702,4.39703880932883
"1357",1357,1998,"tt0120735","Lock, Stock and Two Smoking Barrels","notalk","notalk","FAIL",1350000,3897569,28356188,"1998FAIL",1929329,5570142,40524745,4,3,46094887,23.891667517567
"1358",1358,1998,"tt0120738","Lost in Space","ok","ok","PASS",8e+07,69117629,136047317,"1998PASS",114330585,98778237,194429617,4,3,293207854,2.56456182744101
"1359",1359,1998,"tt0120749","Mercury Rising","notalk","notalk","FAIL",6e+07,32983332,32983332,"1998FAIL",85747939,47137546,47137546,4,3,94275092,1.0994444076376
"1360",1360,1998,"tt0120762","Mulan","dubious-disagree","dubious","FAIL",9e+07,120620254,303500000,"1998FAIL",128621908,172382303,433741657,4,3,606123960,4.71244727608923
"1361",1361,1998,"tt0120780","Out of Sight","men","men","FAIL",4.8e+07,37562568,77562568,"1998FAIL",68598351,53681880,110847172,4,3,164529052,2.39844033568679
"1362",1362,1998,"tt0138704","Pi","men","men","FAIL",68000,3221152,4678513,"1998FAIL",97181,4603452,6686214,4,3,11289666,116.171535588232
"1363",1363,1998,"tt0120791","Practical Magic","ok","ok","PASS",6e+07,46850558,68336997,"1998PASS",85747939,66955646,97662611,4,3,164618257,1.91979257950445
"1364",1364,1998,"tt0119942","Primary Colors","ok","ok","PASS",6.5e+07,39017984,39017984,"1998PASS",92893600,55761862,55761862,4,3,111523724,1.20055336427913
"1365",1365,1998,"tt0120800","Quest for Camelot","ok","ok","PASS",4e+07,22772500,38172500,"1998PASS",57165293,32544916,54553553,4,3,87098469,1.52362499042907
"1366",1366,1998,"tt0128442","Rounders","notalk","notalk","FAIL",1.2e+07,22921898,22921898,"1998FAIL",17149588,32758425,32758425,4,3,65516850,3.8203162664899
"1367",1367,1998,"tt0130827","Run Lola Run","notalk-disagree","notalk","FAIL",1750000,7267324,14533173,"1998FAIL",2500982,10385968,20769827,4,3,31155795,12.4574247235686
"1368",1368,1998,"tt0120812","Rush Hour","ok-disagree","ok","PASS",3.5e+07,141186864,245300000,"1998PASS",50019631,201774709,350566156,4,3,552340865,11.0424818007954
"1369",1369,1998,"tt0128445","Rushmore","notalk-disagree","notalk","FAIL",1e+07,17105219,19080435,"1998FAIL",14291323,24445621,27268466,4,3,51714087,3.61856540503633
"1370",1370,1998,"tt0120813","Safe Men","nowomen","nowomen","FAIL",1e+06,21210,21210,"1998FAIL",1429132,30312,30312,4,3,60624,0.0424201543314403
"1371",1371,1998,"tt0120815","Saving Private Ryan","nowomen","nowomen","FAIL",6.5e+07,216335085,485035085,"1998FAIL",92893600,309171460,693179313,4,3,1002350773,10.7903103443079
"1372",1372,1998,"tt0138097","Shakespeare in Love","ok","ok","PASS",2.6e+07,100317794,279500000,"1998PASS",37157440,143367401,399442481,4,3,542809882,14.6083767342422
"1373",1373,1998,"tt0120828","Six Days Seven Nights","notalk","notalk","FAIL",8e+07,74339294,164800000,"1998FAIL",114330585,106240687,235521005,4,3,341761692,2.98924117286726
"1374",1374,1998,"tt0120148","Sliding Doors","ok","ok","PASS",6e+06,11911200,58809149,"1998PASS",8574794,17022681,84046055,4,3,101068736,11.7867246723362
"1375",1375,1998,"tt0120831","Slums of Beverly Hills","ok","ok","PASS",5e+06,5502773,5502773,"1998PASS",7145662,7864191,7864191,4,3,15728382,2.20110914845958
"1376",1376,1998,"tt0122718","Small Soldiers","notalk","notalk","FAIL",4e+07,55143823,71743823,"1998FAIL",57165293,78807819,102531416,4,3,181339235,3.17219112302984
"1377",1377,1998,"tt0120321","Smoke Signals","ok","ok","PASS",2e+06,6719300,7756617,"1998PASS",2858265,9602769,11085232,4,3,20688001,7.23795764213605
"1378",1378,1998,"tt0120184","Sphere","notalk","notalk","FAIL",7.3e+07,37068294,50168294,"1998FAIL",104326659,52975497,71697130,4,3,124672627,1.19502175373986
"1379",1379,1998,"tt0120844","Star Trek: Insurrection","ok","ok","PASS",7e+07,70187658,117800000,"1998PASS",100039262,100307450,168351786,4,3,268659236,2.68553796408454
"1380",1380,1998,"tt0120686","Stepmom","ok","ok","PASS",5e+07,91137662,159745279,"1998PASS",71456616,130247778,228297140,4,3,358544918,5.01765879873181
"1381",1381,1998,"tt0118661","The Avengers","ok","ok","PASS",6e+07,23385416,48585416,"1998PASS",85747939,33420854,69434988,4,3,102855842,1.19951386819921
"1382",1382,1998,"tt0118715","The Big Lebowski","notalk-disagree","notalk","FAIL",1.5e+07,17498804,46189568,"1998FAIL",21436985,25008106,66011004,4,3,91019110,4.24589138817795
"1383",1383,1998,"tt0133751","The Faculty","dubious","dubious","FAIL",1.5e+07,40283321,40283321,"1998FAIL",21436985,57570196,57570196,4,3,115140392,5.37110941673934
"1384",1384,1998,"tt0120744","The Man in the Iron Mask","notalk-disagree","notalk","FAIL",3.5e+07,56968169,56968169,"1998FAIL",50019631,81415051,81415051,4,3,162830102,3.25532393471675
"1385",1385,1998,"tt0120746","The Mask of Zorro","notalk-disagree","notalk","FAIL",6.5e+07,93828745,233700000,"1998FAIL",92893600,134093691,333988221,4,3,468081912,5.0389037780859
"1386",1386,1998,"tt0120768","The Negotiator","notalk","notalk","FAIL",5e+07,44705766,49105766,"1998FAIL",71456616,63890455,70178637,4,3,134069092,1.87623063482323
"1387",1387,1998,"tt0120794","The Prince of Egypt","notalk-disagree","notalk","FAIL",6e+07,101413188,218600000,"1998FAIL",85747939,144932864,312408324,4,3,457341188,5.33355312481621
"1388",1388,1998,"tt0120108","The Proposition","men","men","FAIL",2e+07,1903434,5313608,"1998FAIL",28582646,2720259,7593849,4,3,10314108,0.36085210585472
"1389",1389,1998,"tt0120863","The Thin Red Line","notalk","notalk","FAIL",5.2e+07,36400491,36400491,"1998FAIL",74314880,52021118,52021118,4,3,104042236,1.40001889258248
"1390",1390,1998,"tt0120382","The Truman Show","notalk-disagree","notalk","FAIL",6e+07,125618201,248400000,"1998FAIL",85747939,179525030,354996466,4,3,534521496,6.23363665918548
"1391",1391,1998,"tt0129387","There's Something About Mary","ok","ok","PASS",2.2e+07,176484651,360099999,"1998PASS",31440911,252219917,514630544,4,3,766850461,24.3902112441971
"1392",1392,1998,"tt0146336","Urban Legend","ok","ok","PASS",1.4e+07,38116707,72571864,"1998PASS",20007852,54473818,103714796,4,3,158188614,7.90632667614694
"1393",1393,1998,"tt0120877","Vampires (John Carpenter's)","nowomen","nowomen","FAIL",2e+07,20268825,20268825,"1998FAIL",28582646,28966833,28966833,4,3,57933666,2.02688253564768
"1394",1394,1998,"tt0120879","Velvet Goldmine","men","men","FAIL",9e+06,1053788,4861972,"1998FAIL",12862191,1506002,6948401,4,3,8454403,0.657306597297459
"1395",1395,1998,"tt0120890","Wild Things","men-disagree","men","FAIL",2e+07,29795299,55576699,"1998FAIL",28582646,42581425,79426456,4,3,122007881,4.26859993997757
"1396",1396,1998,"tt0128853","You've Got Mail","ok","ok","PASS",6.5e+07,115821495,250800000,"1998PASS",92893600,165524241,358426384,4,3,523950625,5.64033071169596
"1397",1397,1997,"tt0120133","A Simple Wish","ok","ok","PASS",2.8e+07,8165213,8165213,"1997PASS",40634668,11849668,11849668,4,3,23699336,0.583229472921989
"1398",1398,1997,"tt0118570","Air Bud","notalk","notalk","FAIL",3e+06,24646936,27788649,"1997FAIL",4353714,35768573,40327947,4,3,76096520,17.4785298253399
"1399",1399,1997,"tt0118571","Air Force One","notalk","notalk","FAIL",8.5e+07,172956409,315268353,"1997FAIL",123355241,251000935,457529453,4,3,708530388,5.74382071046337
"1400",1400,1997,"tt0118583","Alien: Resurrection","ok","ok","PASS",6e+07,47795018,160700000,"1997PASS",87074287,69361952,233213967,4,3,302575919,3.47491698668747
"1401",1401,1997,"tt0118617","Anastasia","ok","ok","PASS",5.3e+07,58403409,139801410,"1997PASS",76915621,84757254,202885136,4,3,287642390,3.73971354921518
"1402",1402,1997,"tt0119822","As Good as It Gets","ok","ok","PASS",5e+07,148478011,314111923,"1997PASS",72561906,215476950,455851198,4,3,671328148,9.25179870550809
"1403",1403,1997,"tt0118655","Austin Powers: International Man of Mystery","men","men","FAIL",1.8e+07,53883989,67683989,"1997FAIL",26122286,78198499,98225585,4,3,176424084,6.75377660285934
"1404",1404,1997,"tt0118688","Batman & Robin","men-disagree","men","FAIL",1.25e+08,107325195,238317814,"1997FAIL",181404766,155754415,345855898,4,3,501610313,2.76514407013981
"1405",1405,1997,"tt0118749","Boogie Nights","dubious-disagree","dubious","FAIL",1.5e+07,26410771,43111725,"1997FAIL",21768572,38328318,62565379,4,3,100893697,4.63483305197971
"1406",1406,1997,"tt0118829","Cats Don't Dance","ok","ok","PASS",3.2e+07,3588602,3588602,"1997PASS",46439620,5207916,5207916,4,3,10415832,0.224287623369873
